uuid,downstream,lon1,lat1,lon2,lat2
urn:uuid:d00a5963-4bc1-480f-a4b0-15733039f82c,urn:uuid:8d5ef9ba-f39e-44c4-944f-a11a415a806f,108.750833,32.607500,108.714167,32.671667
urn:uuid:1aab1878-17d8-4934-a269-fac94d0dd712,urn:uuid:b0968830-9475-4da0-a51b-7b3c6617e6b9,113.552500,26.123333,113.610833,26.104167
urn:uuid:f968f8bc-2dfc-43fb-a008-169d7f0df926,urn:uuid:1ba8bf7b-d896-400d-9cc5-9939d60273e1,111.404167,26.670000,111.372500,26.726667
urn:uuid:fe3b643a-f499-4bc3-8652-f64613972255,urn:uuid:6adb5cac-575d-436c-bfa0-df5fe3ca5d08,116.482500,27.213333,116.409167,27.209167
urn:uuid:d00fe191-3d42-4c50-8ebc-0c24af6d6213,urn:uuid:f1e40b6b-e63d-4f39-903c-4e1e052cf055,101.616667,27.021667,101.593333,27.058333
urn:uuid:d211dc9f-0e5d-4e2f-8208-9a200c811a9d,urn:uuid:039d9bdc-e176-41b1-8fb3-fa0fc72624e4,113.020833,29.774167,112.969167,29.735833
urn:uuid:964357c2-2af6-4a3d-84cb-02fa0a1668dd,urn:uuid:c183f53e-98d7-4be5-9cff-5c9cfcab53a0,119.168333,32.768333,119.060000,32.726667
urn:uuid:8747e1a7-828e-4ef5-85b2-034c62e20542,urn:uuid:40f2afaf-0c81-4c23-8062-0ee5029ca8f8,112.585000,30.473333,112.571667,30.494167
urn:uuid:72b5cb29-0dcf-4889-8a95-d404bf8533d6,urn:uuid:d5255c20-7f7a-4ff9-816d-9244c0161c8c,106.359167,32.715000,106.455833,32.745833
urn:uuid:e03bc43b-986b-4c0d-a548-a400c5cfd45e,urn:uuid:702b619e-0428-4723-a8c9-008f7d401d07,108.621667,31.132500,108.618333,31.170833
urn:uuid:60515f39-7066-4a00-9f29-287dd2bfc6ec,urn:uuid:8788956e-f90a-4e01-af19-24bd8c679bd4,115.210833,27.877500,115.180833,27.847500
urn:uuid:5bec9868-1d06-4e7c-9910-56ef38687285,urn:uuid:b11e2c05-0595-4ad3-a783-86858342fac5,101.390000,28.108333,101.311667,28.061667
urn:uuid:cfb24c10-90c9-4663-b70f-d081f34dcf7a,urn:uuid:52c661d3-bbfd-40a6-9cf0-309923718a74,106.307500,33.799167,106.414167,33.827500
urn:uuid:29b3a2a4-0a85-431a-8511-d9ce9ad69fa1,urn:uuid:52ef2d62-a196-4658-a84d-0b6ba40df356,113.835833,27.675833,113.890833,27.704167
urn:uuid:642778f4-9b5c-4fb2-87c9-3da3020b4d13,urn:uuid:10788075-a327-406a-9799-a754c3f1e871,113.195833,31.741667,113.178333,31.733333
urn:uuid:ac794949-b58a-4ba6-8c50-1d3e03ed2eb0,urn:uuid:d8fb8c2c-7779-4e51-8952-f15621c1cdbc,98.102500,31.952500,98.068333,31.988333
urn:uuid:fdf70039-6835-4271-8227-6b546cc07251,urn:uuid:d8fb3e17-bbed-4b1c-8efb-aa65492031cb,109.045000,33.853333,109.079167,33.885833
urn:uuid:2e8fd957-61ad-4337-a147-abb2e50a1f48,urn:uuid:aef4fb38-d7bf-45f5-a4b2-6514c87ac3aa,101.282500,26.364167,101.210833,26.359167
urn:uuid:e9a2fb8e-f14b-4d8f-9931-8dffe22c1118,urn:uuid:ccafee2a-ed1d-4f85-9400-0ee4dade2e4a,112.081667,32.725000,112.061667,32.735833
urn:uuid:9f7daa45-b1b9-4b77-a6ef-2bbb6c981a6c,urn:uuid:55569e73-4622-4dc4-9f86-bcf399d06e70,114.835833,33.427500,114.707500,33.586667
urn:uuid:6a4bef8a-e8ac-4291-90a9-5df0ff8202ed,urn:uuid:2cd6597a-967f-49cc-a7fb-ad25daf46467,116.041667,26.261667,116.051667,26.256667
urn:uuid:9e7ebf28-3d1c-4d19-afe2-ab593e7bcd5a,urn:uuid:cb2ff250-ac24-4cec-8c98-b9094c8a534c,108.580000,29.051667,108.684167,29.220000
urn:uuid:3e6748ae-2d03-43a6-809b-a22303f8c26d,urn:uuid:e230fb29-f933-48fe-af52-42d5e2af3b40,99.917500,32.883333,99.904167,32.955833
urn:uuid:3b7392df-ae10-416a-a264-fe38f2b70f34,urn:uuid:0f5193a0-edc4-4687-b66e-2b2ede50ced8,101.825833,25.641667,101.751667,25.625833
urn:uuid:7f9b0e4a-f380-4f65-9971-60c200757e9b,urn:uuid:e9402a8e-6b55-43dd-821c-7f5f1030183a,100.655833,27.739167,100.650000,27.730833
urn:uuid:2e8d9c16-2c99-41c5-86d4-86575a6add13,urn:uuid:ca88f08b-8e20-4e0a-86a5-c374b49ed4f2,105.355000,30.385833,105.294167,30.339167
urn:uuid:a96e6199-61d5-4164-b78f-418ebd5c0b84,urn:uuid:efb2cd9a-d56f-4249-a992-ac16330591e5,111.034167,31.637500,110.994167,31.602500
urn:uuid:d4de3766-43b7-4b92-a9c0-4e4d7fe9309f,urn:uuid:fd0b3fa5-1171-4710-9bf3-32477d655f79,101.408333,31.075833,101.389167,31.092500
urn:uuid:6bae19dd-a57c-427c-bf16-e91788b97bf0,urn:uuid:9b452f68-f27e-4af4-bc97-e1a5eb359a27,107.597500,33.844167,107.560000,33.900833
urn:uuid:e2e5683c-5f14-4a95-9eac-44169d53709f,urn:uuid:d9f6c2e8-6b7a-424d-a31c-099ea7d7d54e,113.068333,29.900000,112.954167,29.896667
urn:uuid:79e5342f-7407-4bff-8ffb-e9f790d3addc,urn:uuid:1dbebe2d-00fb-419f-ad26-92ee75920980,98.541667,33.410833,98.642500,33.432500
urn:uuid:f6cbf21b-64f1-40f3-8d04-5f1b6cab1f74,urn:uuid:62585eb6-a4b8-4ac7-bf77-2dc7b3376685,106.700833,28.599167,106.709167,28.546667
urn:uuid:3873b9df-d24a-4a44-88ae-cd333cba0eec,urn:uuid:514ef805-4dc8-444c-815c-436827099c1d,114.549167,28.496667,114.547500,28.502500
urn:uuid:400c8e41-58aa-448a-938b-93efd22c2986,urn:uuid:91f2ef30-b1d5-45ad-976d-3b1c37e36cdc,116.758333,27.740000,116.784167,27.685833
urn:uuid:ed7e5e44-6c98-4e78-9dcf-790b7b047762,urn:uuid:211b723e-920c-4e14-9a99-12abfda28d2c,106.278333,29.020833,106.248333,29.027500
urn:uuid:84c35228-532c-4a23-939e-3a38c8cf99dc,urn:uuid:aa56176e-d0e0-4e43-b94b-9c66d95cc2b1,107.269167,33.300000,107.309167,33.461667
urn:uuid:59a07d56-37c5-4a20-b197-093cc4896f71,urn:uuid:e34b8a8c-8fb2-40dc-83a9-331000c2a118,115.006667,26.242500,115.051667,26.240833
urn:uuid:1db1be6e-f673-4032-bd1e-6ac3aa816206,urn:uuid:ad071720-a9a9-47e3-8cf7-8c03f626d8f4,96.554167,34.090833,96.554167,34.109167
urn:uuid:bf96d2e5-fc3f-430d-a7b2-48082c941bd9,urn:uuid:f668436d-22e5-401d-9f63-d6f569d1f6b8,115.484167,29.208333,115.483333,29.245000
urn:uuid:f192dc9a-0c51-46e0-be9d-5e49631f2a5d,urn:uuid:ba7e871c-3135-48c5-82f0-507ce62d192f,112.829167,31.186667,112.940833,31.114167
urn:uuid:f93bc3a9-de8b-42e1-9c14-e5784d3c6999,urn:uuid:3f1e6bd8-66aa-4fe9-bd60-c6fad7f4921b,100.917500,28.491667,100.937500,28.449167
urn:uuid:45e96760-18e7-4b71-a255-35dda8ffac7d,urn:uuid:1faa5238-affe-419a-972b-d8f7b5d852e4,94.665833,34.726667,94.612500,34.629167
urn:uuid:80fa681f-9a3f-4dee-b54d-c7bad033494f,urn:uuid:2263efca-459e-4d6e-b55b-0b010887c01c,115.379167,31.821667,115.500833,31.763333
urn:uuid:9c64e740-a007-4753-aff1-5ea37a34c8a0,urn:uuid:2d7e2756-693c-47f4-a91a-e217314d8583,104.345000,30.855000,104.338333,30.869167
urn:uuid:08adf091-6146-464c-a684-20eb96b72ac4,urn:uuid:ce3c7163-6d75-402a-8be0-95be3871f534,105.520000,30.288333,105.531667,30.320833
urn:uuid:186c2991-6274-43ae-b164-1dd1fd6bf779,urn:uuid:4966fb9f-4255-45eb-b794-7b62e7d91d5b,115.647500,31.471667,115.589167,31.454167
urn:uuid:bd4999c0-6b63-4c8a-aa25-b695c76111bd,urn:uuid:3a86bfee-5cc1-4260-be29-db0a8fcc1ee1,107.244167,30.414167,107.222500,30.503333
urn:uuid:a28d31ae-2789-4272-a679-60abfc50b180,urn:uuid:9bb57c6c-625e-44a8-9509-e95d56540e9b,98.379167,32.595000,98.190833,32.540000
urn:uuid:e70eee60-bfc8-431f-891d-f8e7eace9230,urn:uuid:88e30763-08d5-4267-b45b-acfaa547e2cd,113.538333,34.553333,113.511667,34.574167
urn:uuid:cc2c6170-ab3b-4401-a31a-8430df1f238a,urn:uuid:399b83ac-e52c-4c35-b95a-3d5b84562f69,107.239167,26.716667,107.274167,26.657500
urn:uuid:8687ef74-7d1b-4adf-8e05-0916e1028975,urn:uuid:8b604fab-b211-4af1-8722-246af9313b6d,111.357500,26.436667,111.321667,26.538333
urn:uuid:912471a3-060a-4c6c-99a9-01cca0dde19e,urn:uuid:a422652a-0c65-4b61-afad-36a4ef0388df,112.615000,31.149167,112.582500,31.145833
urn:uuid:d6f2d7d1-ab31-4e0a-8df5-3d35787352e0,urn:uuid:cd8ea667-5e85-4aa0-8f7b-b0dd195af04e,112.401667,28.801667,112.395000,28.742500
urn:uuid:df7a6694-ecc4-49f5-b2d3-7bba33f2ca46,urn:uuid:90c2d2c7-ca30-4372-a66b-554f8c3c8597,105.417500,31.729167,105.390833,31.768333
urn:uuid:74d8b96f-2f5f-4e3d-a981-ec5d8563e175,urn:uuid:2a0eeccd-d263-4155-a080-12cf90dfb57d,95.655833,34.904167,95.675833,34.851667
urn:uuid:dd19af12-cb61-4d38-b170-f803ff12e606,urn:uuid:a6e356f6-7251-4839-9d66-cbc63b9ccba5,116.815000,32.169167,116.963333,32.087500
urn:uuid:551fecf3-8899-4e74-b648-79b3f6800ded,urn:uuid:a48aa241-5893-4371-a9e4-2ade02eb4923,111.924167,32.407500,111.850000,32.455833
urn:uuid:c8d2c07b-90f7-46a6-aea7-d28de1f1d5b0,urn:uuid:8a12054c-84e4-4b40-b60c-d46ca4da23e2,116.125833,26.262500,116.155000,26.287500
urn:uuid:8e048712-049f-440b-90a8-713073da49b9,urn:uuid:eeb5d841-b9c8-4ba5-a939-829f1ba6a599,101.632500,30.194167,101.631667,30.310000
urn:uuid:504d41f2-9f58-46fe-b791-64236d4948b9,urn:uuid:0b638817-1fab-4e4b-a6d2-d9f32d0bd12a,105.772500,30.495000,105.760833,30.522500
urn:uuid:caded58b-5cfd-46fd-8c47-b1e158d774ca,urn:uuid:f2db8d38-f15b-45d9-b386-a80e2369ea3c,117.453333,33.170833,117.355833,33.287500
urn:uuid:846677fa-8e4a-4265-8643-efbbb4c6ca53,urn:uuid:d9c46f6d-9a9a-4a1b-9418-0f8db0c9e232,105.881667,29.040833,105.850833,28.981667
urn:uuid:e62721a0-d3dc-455f-9d43-6f8b5633f92d,urn:uuid:5b9bd322-8d68-4123-a54e-aedaf537f1be,94.406667,32.691667,94.423333,32.611667
urn:uuid:6ffc126a-6c31-45aa-93c9-bb3d3b6cedbf,urn:uuid:cc5b74f8-57e4-453a-9b21-aa6fd3644b9e,113.725833,34.868333,113.672500,34.857500
urn:uuid:7e7c0376-9459-4f3c-ba74-c115a96c4e89,urn:uuid:82cd4768-7e75-4e78-a195-9021759f580c,107.160000,27.646667,107.043333,27.562500
urn:uuid:05006cb6-e5a5-478e-8620-1cdead594cff,urn:uuid:237e5d71-226d-4d18-bb61-0c338b0de9fd,101.508333,28.982500,101.500000,29.012500
urn:uuid:9874cdcf-483d-47b2-853a-f76745568f30,urn:uuid:f837b7ac-3fe7-42f9-86ab-86462ad09589,113.256667,26.967500,113.262500,27.026667
urn:uuid:3242da99-d167-4c24-866f-fc6efb6148c9,urn:uuid:5e001af3-a20a-4e60-9bca-b4f3089d2984,114.542500,26.802500,114.484167,26.810833
urn:uuid:da169876-3c78-4505-94c2-a21a1c441e11,urn:uuid:ab6735ce-02e3-4311-bb60-03e330d5fd38,108.544167,28.038333,108.609167,27.943333
urn:uuid:cb1841e2-f83b-4de5-9a54-97f8d0e5013f,urn:uuid:5f401b21-7391-46f0-888b-d8bfb7dbdabb,109.640000,31.482500,109.623333,31.535000
urn:uuid:35750001-c6d9-4182-90ef-83e9a5656033,urn:uuid:819f7c00-6f7e-4272-b01d-92e71d369d4c,94.065833,35.193333,94.042500,35.195000
urn:uuid:0b0526fe-f24e-4898-beb0-d933598db7e6,urn:uuid:967251c2-28ec-431e-9afa-41522afac152,106.897500,30.068333,106.927500,30.165833
urn:uuid:bec99324-b3a5-42e0-bbd4-e33c56c02c4f,urn:uuid:c0f7ab3d-cca8-4af7-8cbf-6491b9c45b1d,103.468333,31.280000,103.438333,31.264167
urn:uuid:23a54108-f0a2-469c-a656-83c8bf6bfa06,urn:uuid:68a12caf-4229-4c71-b116-423b272dcc1a,103.727500,29.174167,103.709167,29.074167
urn:uuid:43ade308-ad06-4982-9bdf-a4b6cc10621c,urn:uuid:9a0d1979-e276-4f98-b409-0a9d95a00acf,116.312500,33.660000,116.270000,33.715833
urn:uuid:af28ab3e-d8e7-485c-9059-d0a1f9256479,urn:uuid:132ebf69-982f-4924-9974-daea0d0d59c9,113.101667,27.638333,113.090833,27.600000
urn:uuid:5f353d92-da8f-41e8-beaa-f87648bc5d5e,urn:uuid:9151e489-5db0-4900-b1d0-d8f2b77fd1de,95.205000,35.270833,95.188333,35.289167
urn:uuid:78329031-5320-4194-b10a-1885f7f8dd0c,urn:uuid:001e4f1f-6cdb-4c32-b3f9-25086f787b74,112.996667,29.231667,112.955000,29.187500
urn:uuid:8cca21df-7d89-4272-a40f-ce642e0bb392,urn:uuid:448e58d0-3b5a-495e-8d75-dcb4e7aa7be5,110.308333,27.549167,110.380833,27.547500
urn:uuid:fc31855f-f38b-490d-bad3-b028c716148a,urn:uuid:9f45bcfa-8374-4466-a3b1-089818969bee,111.926667,30.525833,111.957500,30.681667
urn:uuid:ea2974df-25ff-4208-b29e-c365b94d64c5,urn:uuid:62b12ee7-bb1b-48f2-ac07-e1ad2dac8c23,99.892500,29.280000,99.880000,29.304167
urn:uuid:e1dcc189-be61-4dec-8b07-4168a1c73d0c,urn:uuid:ec09b454-5cad-41d3-978e-aceaa62187e4,106.065833,31.811667,106.024167,31.797500
urn:uuid:affbc2f7-f90b-4ab8-b893-927f71bb46a9,urn:uuid:e04d248b-e2ee-4c2b-85ad-2f18a6449e19,97.899167,32.819167,97.890000,32.805000
urn:uuid:c5d9a055-6048-426d-b952-f138f1451b72,urn:uuid:49d3fafc-031c-4dbe-9696-f7e31902cd7a,109.540000,27.393333,109.420000,27.335833
urn:uuid:cb79ebd7-1fe4-42b6-a6e2-87c93cca923e,urn:uuid:af545d66-7f5e-4b52-beb3-b5861c8e52cb,114.901667,34.569167,114.850833,34.828333
urn:uuid:e4f06cd1-110c-485f-a407-e93a93178f03,urn:uuid:bcd26e2e-bb28-40fc-8179-34122c1e5c34,109.898333,26.568333,109.922500,26.593333
urn:uuid:45d87b6a-7f90-4efd-bfda-bfd78ca912ad,urn:uuid:88b59495-4de2-42c2-a02f-b45e1d6e68a2,117.915000,30.164167,117.975833,30.070000
urn:uuid:60a9e9fb-b530-4335-bde6-b234c098bb44,urn:uuid:b31e9b37-f378-4f0b-a84c-bf3f38badfeb,109.540833,31.470000,109.512500,31.497500
urn:uuid:a6ed16c4-6278-47fc-ad78-f9fbb9a4d17b,urn:uuid:d4e21a74-f1a6-4d41-94e4-932eae2f1d95,115.685833,30.295000,115.767500,30.277500
urn:uuid:819e43b3-8001-4c65-bcdb-feeeaf44eddb,urn:uuid:e90c316c-017d-43a8-a704-067c5bce8eba,114.236667,30.670833,114.186667,30.698333
urn:uuid:bcf5696f-46eb-4798-9428-4aa2173f7812,urn:uuid:af5241ee-920b-4f97-834b-0668e56e79c6,105.601667,30.200833,105.603333,30.210000
urn:uuid:71089cea-b7fc-40aa-a3d0-b4941d2cb384,urn:uuid:ce237ecc-acdf-483c-a205-f186c2b1f88d,112.210833,31.906667,112.223333,31.956667
urn:uuid:b0297dfb-2773-4588-8945-3ccf7013967d,urn:uuid:929665f2-d59f-40ed-a4d5-92911b44b92d,96.703333,33.470000,96.710833,33.537500
urn:uuid:e2b55674-4ce9-49a6-98b7-976dc1e03cb1,urn:uuid:15d916c2-e060-4d20-a346-5cb300fd47ee,113.465833,31.797500,113.425833,31.892500
urn:uuid:1dd95eaf-2e11-4847-a49f-d8742e8ca966,urn:uuid:fc428063-43bb-412e-be89-d121510b4694,112.908333,30.840000,112.956667,30.885000
urn:uuid:e324114f-fee0-41d6-9544-51c6690c5480,urn:uuid:bee79e6a-0d4b-4ce5-a835-3e3349330281,103.969167,31.791667,103.906667,31.907500
urn:uuid:22fd7e44-b505-45da-bd5f-688ce421982d,urn:uuid:6f2a5db1-8c72-4284-a735-ac4a07f5b6cf,111.426667,30.655000,111.454167,30.688333
urn:uuid:facf58de-cd37-441c-83a8-0d7caeecc963,urn:uuid:e80e270a-05f4-48ec-b01e-011bd88abd9b,114.175833,27.601667,114.193333,27.560833
urn:uuid:4cf4d6ae-9d69-4ddb-97b7-5c5d5ef5be64,urn:uuid:054b072c-d567-486d-a478-7b93846e32ac,102.821667,28.832500,102.856667,28.786667
urn:uuid:c7bd02dd-3f7b-4a3b-a4bb-1af93fec7f7c,urn:uuid:4c8e88a1-10df-4fb0-b7fa-400ced2d83bd,116.110000,27.660833,116.120000,27.597500
urn:uuid:e9b146bd-ed79-4623-8e16-c03e31fe27f6,urn:uuid:ddc30fc7-d754-4efb-aecd-82c97963e430,106.769167,33.129167,106.714167,33.120000
urn:uuid:32b96df2-9ca8-43d4-9361-10f4a37efdf7,urn:uuid:68f44b71-7477-4dcc-b88f-acda39cca348,114.093333,25.953333,114.055000,25.922500
urn:uuid:0ccac26b-8c6e-41e6-9be6-3527b8bac271,urn:uuid:28133a5e-ccfb-4e65-8285-19427dd1a549,113.072500,33.739167,113.045833,33.741667
urn:uuid:0093c3dc-fe2b-49d0-acfe-8575af61d8e3,urn:uuid:77de4053-4bf6-415c-b5ef-3aa40dea4b2b,104.403333,33.245833,104.360833,33.245000
urn:uuid:5351458f-566a-4666-a39f-e9de8506513f,urn:uuid:8e19886e-979e-4b0c-ac8f-f86b687402ba,94.136667,34.585000,94.168333,34.621667
urn:uuid:8e09999e-61ab-4b15-a1b0-85131b901527,urn:uuid:d7f1d411-e881-4377-9be7-e10aff430d61,103.546667,31.882500,103.520833,31.901667
urn:uuid:30ceab2e-ebbc-4975-852a-65fc3d463e6e,urn:uuid:be896251-5722-4b49-b5b5-d05992d9e56f,113.098333,33.985833,113.055833,34.010833
urn:uuid:f3c58627-e528-45f8-929e-479539b07661,urn:uuid:ac822aaa-3490-4849-976f-ce9e40e5d798,106.726667,31.415000,106.705833,31.407500
urn:uuid:943dbe7b-f5d0-4da3-87ac-f21a914566ee,urn:uuid:2fabe2a5-c375-44af-b2b2-e29cf631337e,111.647500,31.015833,111.626667,31.063333
urn:uuid:c97a123f-6bd2-4a96-a626-4aadfa0ff623,urn:uuid:9c84e163-31fb-43c8-8d27-0d0fadd9394f,113.853333,25.566667,113.824167,25.546667
urn:uuid:4fa1f217-a347-4740-ba98-99053af9fbbf,urn:uuid:daeb2af1-9747-4e96-a23b-889a58937068,105.461667,32.048333,105.425000,32.113333
urn:uuid:42a30577-a213-4d4c-91a6-6dea377d4a34,urn:uuid:b27c48e4-5a60-47a4-a0c9-f70ec337408b,105.700000,32.283333,105.733333,32.292500
urn:uuid:4ce89135-38d4-4cc4-9798-0914929ad871,urn:uuid:a8f24d84-8763-4cf3-a8cc-7ec62119fa21,98.790833,30.886667,98.747500,30.874167
urn:uuid:4cf7bbdd-1e35-41e3-98a7-7c9a1988d44b,urn:uuid:9d9dae88-d023-471c-9200-0691193ec28d,102.460000,30.010000,102.425000,30.060000
urn:uuid:f50d9de4-1e09-4a75-8128-11d3339a7753,urn:uuid:e80de2fc-81c0-40ef-bdfb-7d2fa110f12a,111.498333,26.551667,111.486667,26.608333
urn:uuid:aedea8b4-1d8b-4174-a600-be5d64f31c2a,urn:uuid:5dca6610-e16e-419b-9577-1cffdb13659a,101.076667,27.946667,101.017500,27.960000
urn:uuid:ce59a1ba-0478-43f5-acb9-b0b6ca9b682c,urn:uuid:5870729e-9ac0-4cc6-9d65-4fbcf630cea8,100.791667,27.207500,100.769167,27.238333
urn:uuid:792eb7c9-fcf8-442e-a7ff-5030f460b6db,urn:uuid:f39a4b31-60f4-4db0-83e8-ef0cd8bbfaf2,107.419167,27.390000,107.339167,27.431667
urn:uuid:0d5379c1-c2a8-48c9-a2a1-5edd2bb75e31,urn:uuid:6ffeb23e-2c41-45f0-9203-57437cb4ecf1,116.799167,30.462500,116.775833,30.490833
urn:uuid:acb8ed51-b387-4cd3-8141-b88a22d25740,urn:uuid:c0b6835b-d179-4e42-827b-5ad37689848c,93.507500,33.589167,93.489167,33.581667
urn:uuid:c5461605-2bee-4eac-87ac-b97cc9945413,urn:uuid:0a29253c-1a71-486d-ac5f-93ef7fb98d36,101.962500,27.323333,102.000000,27.249167
urn:uuid:c2687f7a-9998-4a5b-8fe0-5d972008ff75,urn:uuid:d682f2fb-5c9e-44b2-a2b1-5870684ea2e0,112.312500,27.979167,112.295000,27.974167
urn:uuid:6b23d8fd-f6b9-4c2b-9672-dda5bbeaef3a,urn:uuid:85264288-dcf9-4859-b3f0-23ffbc3bb307,112.163333,29.526667,112.179167,29.597500
urn:uuid:c73e3b9c-9e64-4052-a6cb-d1e92a1288d6,urn:uuid:7522a416-7697-40b9-808e-145ce59c2671,100.765833,27.869167,100.715000,27.906667
urn:uuid:2fad2efe-3955-4a90-962b-9b66432f6745,urn:uuid:81f4cbde-ed37-483b-ad02-e4e9ee01318d,118.065000,30.395833,118.015000,30.459167
urn:uuid:42c1a9ef-ff4f-4ab5-a19d-c30f7ce45007,urn:uuid:8b7eb9c8-1bc3-4369-be25-27c69f37ee73,116.273333,30.117500,116.257500,30.160833
urn:uuid:c9207850-0407-44bc-837c-6f8a2f4ccd28,urn:uuid:bbb69131-d5e1-48f6-a727-0a44b4406602,114.018333,25.622500,113.987500,25.628333
urn:uuid:87bee9cd-37ee-4210-80ee-4ab3eacf5abb,urn:uuid:498d92fe-7eb2-436c-bcfb-2f80cff5f738,101.305833,25.901667,101.235000,25.887500
urn:uuid:c16e776d-b575-43ad-816e-71b4295c2554,urn:uuid:e09105c2-fd31-4932-b41a-4a7a7d54bfae,111.225833,30.697500,111.139167,30.682500
urn:uuid:64e1fb5e-a64d-40fb-b898-f5cbe297840b,urn:uuid:76642f78-5c57-4ca9-a279-1a73e9fa3ad4,101.025833,28.468333,101.017500,28.431667
urn:uuid:3b245b16-76a3-44c5-a96a-0044e9d9af9a,urn:uuid:9f284f36-5c4c-46fa-9c1c-8f5e8cf380b3,115.492500,32.545000,115.445833,32.554167
urn:uuid:0c53b891-2042-4677-852f-2cdfa5d45772,urn:uuid:b0a8df74-2301-468e-8692-3cd7845765fc,109.565833,28.975000,109.675833,29.019167
urn:uuid:72a4fcf0-4917-447c-98cb-905fc77c2ea4,urn:uuid:9311c9e6-4ad7-4498-bfe0-b129f2778caa,113.122500,32.452500,113.145833,32.437500
urn:uuid:b2b25de6-03fc-404f-96fc-44b8e54c8803,urn:uuid:36e30912-d4c5-499c-a873-26b20f1b7128,108.481667,33.175833,108.457500,33.208333
urn:uuid:415b4546-2fbb-4c28-b0bd-f84b96de69f0,urn:uuid:5e989b9b-b90c-4f1b-8204-1905532e824d,107.178333,27.091667,107.183333,27.089167
urn:uuid:6e9c674a-a0e6-4130-b4a1-86a6f03dc39a,urn:uuid:de9b9cf0-3711-4d6c-ada2-a7dc339363fc,105.143333,30.926667,105.080000,30.945000
urn:uuid:2d626625-431a-4d73-90b6-b604433bc335,urn:uuid:ca5084dd-b228-42cf-a557-32e022d9dfba,111.550000,33.273333,111.628333,33.340000
urn:uuid:0d1ebbf0-791f-4dee-a19d-881ec96ba1b5,urn:uuid:aa9333bc-3ce2-451c-89e3-af5d7d043026,113.920000,25.608333,113.883333,25.682500
urn:uuid:c7b81099-0557-4d0d-a82a-8986287e0ef1,urn:uuid:837f8853-c548-480c-ad4d-f147ced6c1c0,101.175833,31.189167,101.111667,31.205000
urn:uuid:97763b11-351e-4e37-8a31-cc6e78e8e6fc,urn:uuid:323ecbac-8dd4-4a91-8989-eb2b763094e5,116.960000,32.183333,116.974167,32.137500
urn:uuid:0a8ceba1-2f48-46d1-a73a-1fd52a8bfd55,urn:uuid:e1b8ef39-9328-4a90-ba59-f267c4796251,115.995000,31.317500,115.970000,31.262500
urn:uuid:6e07c105-52ce-451c-a29e-ab199347c51b,urn:uuid:a121989d-2e3e-4c37-aa12-65864737301f,115.785000,25.296667,115.912500,25.273333
urn:uuid:3bbf9ec5-69b4-43ce-87db-d75d47ebc6cb,urn:uuid:9cc86588-5af0-4e37-a93f-94b9d3fe7046,113.274167,26.471667,113.232500,26.425833
urn:uuid:700742b7-2295-4519-b5e6-d1064f6fa930,urn:uuid:c4ec406e-a2b1-489d-b934-d807966311bc,112.263333,32.714167,112.186667,32.980000
urn:uuid:f9c5a842-9876-4fc4-8a49-1b5150700a8c,urn:uuid:f9b3254a-56f9-427a-b7b0-bb0e24fc9fa1,105.605833,33.330000,105.588333,33.329167
urn:uuid:c91f288a-c416-4bfe-995a-e9d34351129f,urn:uuid:6e780bc3-5836-4cf2-8c31-a04bba6e7d7a,100.650833,25.690833,100.692500,25.683333
urn:uuid:fc4decf3-45e8-4d3b-a78f-160fc9b363b1,urn:uuid:21adbf62-08d3-4af3-b0f4-2fe09918ae05,104.333333,28.846667,104.320000,28.833333
urn:uuid:588e967d-40c1-4025-bdd7-36322fc3bcd0,urn:uuid:4006b86e-2aa5-47b6-a328-425a5784a286,106.856667,28.970000,106.865833,28.988333
urn:uuid:b27564c0-b313-4d7b-9b76-9c377c1e613a,urn:uuid:395d4795-d441-4584-ba46-0c18c4afafce,91.228333,33.378333,91.218333,33.350833
urn:uuid:51b126ef-455c-4041-bae2-de4269737955,urn:uuid:21d7733b-3509-4ea8-acb6-c22771e74b59,99.301667,27.780833,99.175833,27.765833
urn:uuid:71e2bfdd-cbd2-42f3-93c5-025ba738a843,urn:uuid:aa90818c-e821-4d1a-b2ca-b18a54b5e126,116.085833,29.921667,116.024167,29.949167
urn:uuid:e738b137-a6f2-4f61-b284-5e07744e1371,urn:uuid:f762f28c-a7df-47b9-a475-977dac0823e4,110.103333,27.291667,110.058333,27.235833
urn:uuid:1afcb01f-faf0-4dcd-b25a-c6de1b93f7aa,urn:uuid:27dd53bc-8c6c-4a81-bce9-fc392594fe44,119.481667,32.464167,119.359167,32.447500
urn:uuid:36cec419-0af7-4c8e-8b36-440fd2f72e0e,urn:uuid:f47a607b-587d-417a-9fb0-bc79f3034303,101.769167,26.829167,101.727500,26.837500
urn:uuid:ad16feec-4807-4f3f-901f-ae05fd0f2106,urn:uuid:6f1b27bb-51b8-4502-8eab-407cf0af12df,115.640833,31.100000,115.629167,31.129167
urn:uuid:fc1e4c0d-b437-4ebc-9e9c-ea7c0fe4f238,urn:uuid:48d219a3-5156-43df-87f6-66f0839fd1fa,108.494167,30.263333,108.481667,30.244167
urn:uuid:573e014f-769a-480d-ac92-cd0f3d10de3c,urn:uuid:b580e02c-6089-4ee2-b432-db4814325fe2,102.664167,27.157500,102.648333,27.174167
