uuid,downstream,lon1,lat1,lon2,lat2
urn:uuid:93840b8a-e502-4368-8d77-a63eb372ec7a,urn:uuid:829e4943-ef52-4d93-a7bf-33e4681a3847,115.027500,31.637500,115.075000,31.597500
urn:uuid:20202936-05cc-4390-9708-a8829b768b21,urn:uuid:c6d35313-017a-44f4-8a8b-93f12808a886,103.065833,25.319167,103.105833,25.433333
urn:uuid:b69b200f-af58-4b3f-9c58-cf7fa4b2abbc,urn:uuid:422c8aa7-d0d9-44f8-b82e-a7c382bdf395,107.195833,29.366667,107.171667,29.415833
urn:uuid:9bfc6645-c63c-406d-996f-ab2cee5fc7ff,urn:uuid:6d3386f7-305f-4da8-b1b1-b6d51913e490,103.054167,32.666667,103.007500,32.746667
urn:uuid:c5a2f8db-af70-474d-a763-6938ad4e193c,urn:uuid:e0651429-6ff5-40e9-a0c9-92c36f30210a,105.645000,28.473333,105.616667,28.465000
urn:uuid:e6b67792-04f1-4325-8b7e-369cb91671d6,urn:uuid:2fe644ff-5d08-48c8-83d5-13801f28f809,110.685833,26.758333,110.681667,26.740833
urn:uuid:286c1674-4bb6-4a66-b68b-26953c3f92d9,urn:uuid:a557c810-2a73-4f6a-a3ef-8fbf745f2b24,118.940833,33.560000,118.930000,33.577500
urn:uuid:3e3b37f2-8afc-42ab-bb7f-82e63f8308a0,urn:uuid:4c5e30e1-373d-4d6e-8b32-3a965f837bcb,92.172500,34.633333,92.212500,34.633333
urn:uuid:13cfe597-967e-433b-a824-2c9063f17ba7,urn:uuid:ab65d4f4-dfb7-4b70-86f7-0c198915d1df,115.212500,25.395833,115.288333,25.426667
urn:uuid:dea538df-70db-4c16-9ede-90551c7aeb7d,urn:uuid:1b0a55e0-3f2f-4f86-96c6-d070614603ca,112.225833,27.532500,112.222500,27.511667
urn:uuid:27fd2566-dd54-49e5-8249-7f8428d807cb,urn:uuid:0497e990-d6aa-4a3a-921f-f107aca0a538,98.958333,30.760000,98.887500,30.802500
urn:uuid:ccdc99c6-9ac8-41c5-9026-d8d6b6295e0c,urn:uuid:db2bbbc0-422c-4fb7-a301-738453216f63,93.740000,33.366667,93.772500,33.339167
urn:uuid:d7f4e179-d666-4b79-bc77-4ec355b67d0d,urn:uuid:febb740e-ddde-421b-b0d2-4dc813b3cb4a,120.670833,31.682500,120.705833,31.636667
urn:uuid:c2cdb60b-37f2-4731-bf6c-3c87de684a6d,urn:uuid:68b1091e-a9b0-4fe5-9cb8-5dc57259f45b,100.874167,28.440833,100.905833,28.495000
urn:uuid:6fe7c90d-18e2-4429-9842-2870fa0f3f1a,urn:uuid:8f68662f-318f-4262-aa94-0511b39d12a5,114.013333,26.770833,113.982500,26.745833
urn:uuid:85f1866e-ad24-45b2-9508-4b3bdc47e2bc,urn:uuid:6f515a79-eec5-406d-954c-4b1258bcb851,116.055000,30.594167,116.059167,30.632500
urn:uuid:9216de8d-93bc-46e9-a86d-67dfa0f5666d,urn:uuid:237a0704-9da5-4464-b475-148cbf235a00,114.842500,28.283333,114.839167,28.300833
urn:uuid:c8130aad-86d3-4f97-a738-3e1b43a53ee1,urn:uuid:16f6822c-5e20-4b94-bf6c-45b46fa04775,93.461667,35.330833,93.398333,35.310000
urn:uuid:7f92fe79-1554-4703-86f6-5c1eacb6648d,urn:uuid:1c2b5f84-2214-4f05-bdd7-0198f0afccb4,94.567500,35.358333,94.566667,35.361667
urn:uuid:12de5fee-48e6-4960-b0bb-f3589d83b241,urn:uuid:e5e73bf1-5861-43e6-bfc6-80f32b0b1e7c,101.690833,30.779167,101.630000,30.781667
urn:uuid:f7000a19-1c3e-44fe-8765-ba1d669ce878,urn:uuid:7bf06238-574a-4bef-b656-7a25ee6be041,96.802500,34.140833,96.799167,34.035000
urn:uuid:5fe98523-f9eb-42a7-9246-936e6ecd4511,urn:uuid:5d40ed91-098a-4bd4-bdb5-ce06f09e70bc,99.122500,31.630833,99.117500,31.663333
urn:uuid:10f907b1-6943-4581-8d9d-369e395d829f,urn:uuid:5f8fcb75-ff0e-4396-99f2-b4838b7f06ed,107.283333,27.629167,107.326667,27.666667
urn:uuid:4e4cdece-30c9-4fae-9d46-3ed769581585,urn:uuid:83707655-4f51-4547-97fd-9fd787fd8bfc,114.555000,29.427500,114.530000,29.430833
urn:uuid:2ea34b09-1d08-48db-8f08-08086e37994f,urn:uuid:34af7f96-9e36-461e-b7b0-2c12b2530236,109.764167,30.624167,109.706667,30.737500
urn:uuid:296c8ef8-4200-4e84-9537-2b04d0544915,urn:uuid:7fc62f15-1aaa-48ef-96c2-1191e8ce7bcd,108.541667,29.272500,108.565833,29.268333
urn:uuid:9b147cd5-7b0d-4091-a68e-3a69e6b2610c,urn:uuid:406b61e3-57be-4d1b-adb7-38c7f5cb11d4,116.445833,28.130000,116.426667,28.201667
urn:uuid:aebffbf0-1ebf-414e-a1fd-0e61faa98c1d,urn:uuid:c7bf602b-2244-404a-901b-3cdefdb41d91,99.471667,32.510000,99.445000,32.473333
urn:uuid:42c0ca10-3b29-4d47-ace7-ac05daf853a5,urn:uuid:678a6ed2-5820-45e2-a27b-2eaaeb5e43fe,102.443333,27.029167,102.526667,27.035000
urn:uuid:4543a23c-cb82-4c59-9bae-42c9330708fd,urn:uuid:ba50e13e-13fb-41e3-b574-1c35c8bdd3c0,116.159167,29.689167,116.155000,29.645000
urn:uuid:62eda4b8-6659-4abf-9101-2d66ef55025e,urn:uuid:38c25866-225e-49f0-bd94-7d32a0ef6417,113.934167,30.578333,113.882500,30.595833
urn:uuid:9b93f5a1-4f12-4998-8950-b7e12db1aacf,urn:uuid:9ec625b3-53b7-4e67-851a-6e42a979d100,108.898333,30.665000,108.896667,30.659167
urn:uuid:1ac147c0-a101-4179-bb97-6bf2109e9b95,urn:uuid:c581814d-641b-42fa-853c-23fd93a51bd6,117.806667,33.632500,117.755000,33.705833
urn:uuid:b7a20d7f-df36-4945-8e32-29e56479f997,urn:uuid:fb542401-4d3e-42c1-94cd-b2ff05bee8d3,114.690000,32.264167,114.624167,32.239167
urn:uuid:4857255d-b4ae-4d8e-9dff-da27d0a72365,urn:uuid:15df2363-4c91-483f-97d0-50c25a6bcce4,93.354167,32.863333,93.379167,32.807500
urn:uuid:d67efc2d-aeb5-41a9-bf5c-9297ee28f7ed,urn:uuid:a012fbbe-2b1c-413e-9cf0-d528e3594a5f,109.110000,33.435833,109.080833,33.442500
urn:uuid:0a8547d2-847a-4a1f-87d5-cd5bffc9c0cd,urn:uuid:7441cd3f-f30f-4b8a-8fc3-0de0e892dcd7,101.525000,32.613333,101.475000,32.730833
urn:uuid:6ee8974d-61d2-42cf-b563-9f39fcc9e555,urn:uuid:32203e0a-f4cb-43ba-8525-d761ee521da1,108.341667,27.666667,108.472500,27.722500
urn:uuid:2a045301-b7c0-4969-88f0-642497177be2,urn:uuid:7e83fc2f-d65d-42a7-a582-1f0f491e6e97,112.542500,29.545833,112.495833,29.535833
urn:uuid:e55e7d7e-cc77-4498-9664-c023d9da3ae5,urn:uuid:6c39d9b3-1f07-4527-9f33-81dc649b44ce,111.521667,26.529167,111.454167,26.501667
urn:uuid:7cec1058-ee1b-4ce7-bc66-639e1b604d8f,urn:uuid:75e1680b-3180-484a-88ef-91be47ba3f95,110.783333,26.438333,110.760000,26.456667
urn:uuid:fcdb7ae9-4d9c-42b3-ad21-91823efaedc2,urn:uuid:7b12dd80-6aec-456a-8e39-90af63a2497e,110.637500,30.010833,110.685000,30.075833
urn:uuid:805f5a0c-3f3e-4f44-9fbe-5909f80355c3,urn:uuid:93b440a3-abde-442e-853f-1d652ed57259,104.712500,31.615833,104.731667,31.645833
urn:uuid:1104d930-b127-425e-a508-d4f0b18e9ae5,urn:uuid:92d2c5e2-44e5-4baf-a83d-5c1f827ded70,99.510000,27.423333,99.480833,27.415000
urn:uuid:acef7c21-2fc8-4bc5-bb87-df879a82ac5f,urn:uuid:0cc78587-176c-4519-83f7-424cdcbfd63c,115.077500,25.198333,115.145833,25.165000
urn:uuid:4040797d-cdf6-4e59-87f6-0e6f8af889c4,urn:uuid:c777742d-826f-4a46-9bb4-4adb837a85fe,107.056667,29.909167,107.062500,29.922500
urn:uuid:1f9a7244-b0de-4604-978a-6c314da73556,urn:uuid:bd2f3ef1-b316-4459-a525-223ffaf8e8e2,104.943333,30.770833,104.791667,30.885833
urn:uuid:950475fc-e4b6-46a6-b279-bc89e4fa022a,urn:uuid:1c1c3db4-2a13-446b-8fd8-1bf5ad3dd618,119.244167,30.959167,119.237500,30.955000
urn:uuid:98df2390-557b-4e76-a23a-6baaa5176636,urn:uuid:2c23c768-4a8e-45f9-b96b-64e3518c2536,107.330833,30.538333,107.286667,30.607500
urn:uuid:d3d986dc-472e-4457-8f3b-cfb7046d4474,urn:uuid:07690139-9f97-40a9-872e-200ccc9cb13c,104.962500,26.743333,105.023333,26.801667
urn:uuid:879aaf7e-c774-4de8-9f24-df4a0dc807e9,urn:uuid:2561339f-64ea-4a8a-b38e-c3ce5e584815,115.405833,34.525000,115.375833,34.567500
urn:uuid:2c5610f0-2d62-4ce1-85e4-a162e789e987,urn:uuid:54174812-0ac4-4dd7-94b3-aa2bde0c2a38,106.960000,30.863333,106.934167,30.884167
urn:uuid:c1603f2d-e848-44d4-aa22-ca181ae6ab77,urn:uuid:66ab19d5-22e5-4f7c-8b81-ce788a8c4fd9,107.437500,28.506667,107.419167,28.375000
urn:uuid:52c62973-800b-4a8d-868e-bdec13c9a1c4,urn:uuid:5e076187-6414-4656-b642-6fd241b04f92,93.606667,34.780000,93.569167,34.808333
urn:uuid:cff3326c-6c98-459e-bb66-36864817fc18,urn:uuid:802ed9be-8a8f-4a4a-aa21-8eaf97d05d4b,107.742500,31.360833,107.811667,31.363333
urn:uuid:1737a9f0-309a-48b7-a254-8399a427c886,urn:uuid:a0da5bab-739d-40a4-aaf7-3e6cbb474033,110.226667,33.708333,110.226667,33.717500
urn:uuid:a61a3c67-ba27-4a1d-8d9f-48029454fba8,urn:uuid:f88035cc-4c3e-43af-a171-39e0e2e7a5d3,111.297500,30.387500,111.263333,30.380000
urn:uuid:cae1154c-ae3e-4845-a12b-c96c8f01b303,urn:uuid:c1fb4001-c8dc-4a9c-a8bb-a04ef4eb123f,109.738333,28.791667,109.800833,28.790833
urn:uuid:0b974d93-50ec-42b4-a4bf-0eecbdb8fee1,urn:uuid:920b3414-3a0c-4996-9057-a86a523d170d,102.945000,31.400000,102.876667,31.389167
urn:uuid:eaeb8c4a-02f7-4a0b-a559-674f00dfd244,urn:uuid:32f91dff-1109-41fd-ab90-ade076ccfd53,105.885833,32.970000,105.867500,33.015000
urn:uuid:9850818f-2f6a-4143-ac25-03d617b9e775,urn:uuid:142173fb-9e93-4632-bcec-7f50814ad325,102.223333,30.227500,102.285833,30.204167
urn:uuid:c88bd0a9-534f-4602-bd57-adbea574d2d6,urn:uuid:793873f9-263f-4c5f-b94b-9af3fd4d16e7,103.812500,30.078333,103.822500,30.125000
urn:uuid:472cc679-c722-46a7-ae5f-4e6b671ea4b4,urn:uuid:45b70b15-90c9-4e5c-b071-d20fce2493ab,99.400833,30.306667,99.458333,30.268333
urn:uuid:9eccbd22-81c2-4216-9c0d-f736bcc7c495,urn:uuid:6578f8df-6f90-4c86-b442-4ad06e0440d4,112.844167,33.141667,112.798333,33.121667
urn:uuid:034a491e-a4e8-42ef-839d-d21fe983963b,urn:uuid:0afee124-14d0-4489-ad8c-5d85328b8ed0,101.968333,27.441667,101.910833,27.415833
urn:uuid:187fc35b-5355-4afd-a4e5-b967e6d6238b,urn:uuid:0d5bd4cd-64ff-47bb-b204-c8e7b991053b,107.442500,30.411667,107.431667,30.437500
urn:uuid:b71ae511-cd4c-492a-a662-dd24511725f3,urn:uuid:277d6ca1-b41c-42bb-8751-d3eebe7224cb,93.759167,34.197500,93.790833,34.189167
urn:uuid:dfb543c5-3aff-484a-b1db-27c109856a85,urn:uuid:b75d7199-7595-4d5a-bc44-afccc89f037e,117.860833,30.053333,117.897500,30.032500
urn:uuid:e431f95f-b1c9-4774-af0c-26efeac453ac,urn:uuid:36aa1b37-53e0-4073-8634-755dc8c4cded,103.390833,33.198333,103.420000,33.170000
urn:uuid:da500047-7eba-42ac-8bcf-894d6db1058d,urn:uuid:548ca6ca-c38e-43d5-8e7c-7b7ebab98d88,109.133333,28.074167,109.142500,28.035833
urn:uuid:e1cdd38c-f768-4866-873d-e32d24d6af6d,urn:uuid:36e7f266-af6f-43d6-b8f0-b6a47b19fa58,100.732500,32.955000,100.659167,32.890833
urn:uuid:af014ce1-6893-41ee-8d03-4b9aa85fd832,urn:uuid:81c88667-6da6-4aef-a48a-5480fcf224ae,111.855833,26.407500,111.809167,26.453333
urn:uuid:bb45a476-3975-488d-9a4e-24b269404871,urn:uuid:a741ed45-9faf-4c9a-ab1f-1c2af4f13d4f,111.705000,25.060000,111.669167,25.029167
urn:uuid:d52bb321-0026-4ee5-bb36-e1ce359e73fa,urn:uuid:87fc9b20-bd3b-4d88-bd91-e1c002576c73,109.808333,32.480833,109.645000,32.572500
urn:uuid:1f513b59-6a86-4938-b66e-f752ae51129b,urn:uuid:236a7162-2011-4f4e-a0f1-fa82ac9054e1,101.840000,31.482500,101.800000,31.466667
urn:uuid:5048cc8f-c5b0-4f3f-9c33-fff8aceac688,urn:uuid:317dd94f-6db6-43f7-b5fe-3f4cbf30c167,108.661667,32.309167,108.674167,32.297500
urn:uuid:d2d181b0-6060-4832-bcbe-6cb0f367edc8,urn:uuid:1b565e9d-ec73-4ab3-8c34-cafd431398a4,102.995000,26.465000,102.868333,26.513333
urn:uuid:8870399b-5333-451d-a924-1bdc3350188e,urn:uuid:1ace5cd7-4b8a-489f-96a5-661797571a6f,102.621667,30.974167,102.592500,30.915833
urn:uuid:7881fd88-dc2b-414c-95f5-61304501db56,urn:uuid:bdb4f221-ed16-47fd-a2da-adfd400dfe8d,105.435000,28.735000,105.530000,28.731667
urn:uuid:638cd11b-3394-4ebf-8107-33b68fd11cce,urn:uuid:dabc41f0-7bc3-487f-a5f1-26f9175aa115,106.843333,31.284167,106.870000,31.324167
urn:uuid:9d3af9f4-80d2-4fd0-9f2e-57e6b6778b57,urn:uuid:784adfae-fb29-4666-bd1b-cf8aac72ccfe,116.736667,29.005000,116.831667,29.001667
urn:uuid:a90c5b27-0528-4b5e-9547-e1b2b7b26d5f,urn:uuid:cb793e35-4696-4564-82c7-bf3d985443ce,114.281667,27.428333,114.307500,27.472500
urn:uuid:19c8455b-a893-43d4-9c19-df26bafa1bbc,urn:uuid:881903d3-0d3d-49f4-91c0-0b2c32e9201e,116.020000,26.761667,116.006667,26.741667
urn:uuid:aaf65c38-739e-4572-b27c-e2a713c86e66,urn:uuid:d016aedc-05ef-4d00-99a2-45f2f5cb1cc1,101.570000,29.960833,101.666667,29.985833
urn:uuid:39c79bf6-f7a7-4bb2-be11-b09db8125d7d,urn:uuid:1b7a8ef2-4a87-467b-ae76-9ea7f981b77c,113.592500,27.685833,113.653333,27.670833
urn:uuid:3411f646-62d2-4481-aff4-63c645b18fd1,urn:uuid:20816fbe-59e4-4f59-920c-37aceb4ad4da,101.437500,32.588333,101.345833,32.603333
urn:uuid:2b6eefa0-fcae-4b66-820e-4252d9cbf349,urn:uuid:0fb5b355-beb1-46a7-9dd2-f2146862a14c,94.250000,35.362500,94.315833,35.426667
urn:uuid:7932b045-2c0e-489e-9c04-eb7693e4d4e3,urn:uuid:183b89e8-6477-4493-b6ea-df9a2021b25f,104.462500,33.539167,104.443333,33.497500
urn:uuid:64586d68-81b3-450c-a932-930f52cd993a,urn:uuid:d363429f-4ac8-4176-945b-044d9b94eb5b,102.740833,26.275000,102.661667,26.212500
urn:uuid:6470e2a1-7912-4a50-b6ad-43c0b5600fe5,urn:uuid:2bb6432a-5f03-49a1-adeb-74a4a0671ba6,116.215000,32.307500,116.211667,32.243333
urn:uuid:c30ce2ce-ed98-47f6-84a9-a200c3ceb3d5,urn:uuid:fba3e1c5-8b7e-4d67-b807-3fce958db328,94.949167,34.850833,94.886667,34.859167
urn:uuid:017436a5-aa49-4097-94a0-b9ec243853aa,urn:uuid:60aa6278-c5c6-4e88-8324-b4f717317ec3,111.423333,30.411667,111.305000,30.393333
urn:uuid:de1c35ca-9044-45fa-9604-761912d32895,urn:uuid:eab6c1d1-3557-4b85-9034-200829e668e1,97.976667,31.418333,97.946667,31.481667
urn:uuid:8c24cbac-d618-4518-bde6-81715e427e7b,urn:uuid:634e24c6-df31-4e64-99de-5122eea9b8be,106.339167,27.825000,106.371667,27.776667
urn:uuid:1ab27746-68fe-4b30-a834-508790235a5b,urn:uuid:56743a30-efeb-4796-a979-a3d9d8deb022,104.850833,27.100833,104.829167,27.071667
urn:uuid:b69c4e78-4032-4e68-9ab7-dc33147fc4fb,urn:uuid:890ed6b8-3e9e-42eb-9ee6-0c477c19cbfd,93.695000,35.470833,93.725000,35.491667
urn:uuid:53c193d1-49cc-4b32-9a2f-bc7f488f8fa0,urn:uuid:ad51c38b-113b-43b5-bd3a-3ed312a0b84e,100.483333,27.647500,100.499167,27.662500
urn:uuid:1cf4a9aa-a5a7-4a75-952b-7cb43db94fab,urn:uuid:d78a6b2b-178a-4d33-95bd-41d6cd1ca5dd,112.690000,31.855000,112.677500,31.839167
urn:uuid:effea1e6-1656-401f-bff0-0e36745bac76,urn:uuid:c7837b58-75cc-4acb-ab7f-3b7a7dc8a02d,103.971667,30.369167,103.946667,30.433333
urn:uuid:fdd9e130-53b5-4aea-b94f-bf9ffdc99078,urn:uuid:b014383d-5cc8-4b1d-a88c-a4e4508d709f,115.640000,33.571667,115.573333,33.594167
urn:uuid:f3dec904-1210-4a78-a255-29c08d24e4a8,urn:uuid:781a80c5-50ca-4fde-886a-b91f7763e88a,106.135833,30.450000,106.034167,30.396667
urn:uuid:dc6bd543-47af-46fa-b322-f4980b6268e5,urn:uuid:193d91ee-0b50-4ec7-9ccb-ab368d72346c,108.130000,27.040000,108.107500,26.972500
urn:uuid:7dc7cf15-688a-4350-bfa7-c60e685f3f5d,urn:uuid:68f0c666-1ad0-413f-ad6e-02f000c3304f,105.677500,27.180000,105.672500,27.214167
urn:uuid:b1397e7a-466a-4178-9dc0-902ad5b0813c,urn:uuid:d81b2da2-f1d4-43fa-b878-2d539ebdc3f1,111.369167,29.486667,111.303333,29.525000
urn:uuid:06a6bc44-e521-4d22-8660-019f40549880,urn:uuid:5bb5cef4-8f8d-4f71-afb2-a6bd5ae0b6da,117.146667,29.310833,117.144167,29.378333
urn:uuid:9a4a6aa4-a079-42c6-b0b1-41538bb910b6,urn:uuid:c4fd320a-0384-4393-a1cf-f8330aa1a0c2,105.433333,29.750833,105.442500,29.737500
urn:uuid:3c2396ca-dc27-472b-8c8b-d11d5c1776b2,urn:uuid:dc91f207-7bd0-47e6-861b-4e83e429d74c,111.134167,25.534167,110.986667,25.529167
urn:uuid:3f74b63b-18e5-433a-a20b-8fd6cd2f6aab,urn:uuid:d0a5fcb6-910a-42df-9ed7-c15556c3624b,105.704167,29.054167,105.679167,29.035833
urn:uuid:fe702399-49cf-481a-b40b-ac64f08f0ea9,urn:uuid:0db7e388-695f-4891-b0e1-0acca9cc726b,104.786667,30.380833,104.837500,30.390000
urn:uuid:a7429fbf-adce-4de1-9413-699aef8a582a,urn:uuid:0a6034d1-21ed-49a0-a58e-4c6556f09375,107.027500,34.004167,107.086667,34.072500
urn:uuid:8779315c-5f33-438f-912c-64b0ab5fb0c4,urn:uuid:e09747ab-5b5b-4769-a6cd-07d1abeb8075,113.160833,30.714167,113.100000,30.695833
urn:uuid:b1b46128-11d0-43ae-8835-adf8c4e9d167,urn:uuid:c5bf8f56-9f81-499d-9bb4-ead8170d9fd1,112.062500,30.121667,112.051667,30.126667
urn:uuid:fb713fdb-eceb-4395-b9a1-50364e3f55a8,urn:uuid:6966532a-45ae-41e7-bc3f-d3b53c07332d,118.318333,32.803333,118.386667,32.788333
urn:uuid:c8c2cb42-9159-4fef-9708-b9a2351a23b1,urn:uuid:03db9da9-a86b-4f65-b160-e19650895b7a,111.588333,25.185833,111.604167,25.180833
urn:uuid:508a64a8-a583-4a5d-97ee-167d82e58eff,urn:uuid:4cbc6d51-769f-4227-aa8d-41d05b610abb,110.890000,28.257500,110.818333,28.233333
urn:uuid:078d9d3a-05cb-41ac-99bd-610d612effd2,urn:uuid:3d82e4f0-da22-44f4-888d-d2966cabdb7a,114.137500,32.462500,114.105833,32.432500
urn:uuid:e3661f1b-4861-4eeb-9a3a-d3a0777c3abc,urn:uuid:4a5ab7e5-d89c-4a42-b16c-4f82ff9dbdb8,106.213333,30.173333,106.265833,30.212500
urn:uuid:0c3bed4e-4ba9-4b84-970f-7e8b9fbefdda,urn:uuid:5778b6aa-2b11-4243-bf10-b165896a53d7,118.103333,33.475000,117.956667,33.517500
urn:uuid:863d279a-4e7f-4396-a56b-f31d771bdfa1,urn:uuid:5b45ead5-7f7e-413e-9cdd-91c9025c8f95,112.815833,30.797500,112.762500,30.865000
urn:uuid:23b23d09-df0b-4b0e-9cdf-a9db7093be5e,urn:uuid:906262c3-f6fe-4c5e-92c1-c9c678fefbea,114.698333,32.002500,114.615833,31.945000
urn:uuid:76520227-168b-4a59-a4e7-0a919aa6a7b1,urn:uuid:1bdfbb62-a782-4d84-9129-60fbe23013bb,107.366667,28.692500,107.346667,28.700000
urn:uuid:33edaf4b-3418-4be2-9da9-277a7a6699ed,urn:uuid:ce2a806f-3b40-4dbf-82b1-314849649c0d,107.391667,28.708333,107.362500,28.748333
urn:uuid:a638895f-675e-4f3c-bd5d-c8b9def5ed35,urn:uuid:e37681d0-6355-47cc-adb9-97f60fbe7479,116.847500,31.961667,116.886667,31.875833
urn:uuid:6e6d7460-990b-43a1-ac99-1b3b3cb26bbd,urn:uuid:b3a457af-7ec1-4469-89df-d586aee08b9f,118.257500,33.640833,118.159167,33.751667
urn:uuid:3add8f65-60eb-45a0-af5e-acf34e0ca78c,urn:uuid:bcb6512c-fdd2-4076-9a8d-3e7a5251a1c1,109.927500,28.280833,109.915000,28.357500
urn:uuid:1ebd3749-3b68-445e-b888-37c81b21c9df,urn:uuid:c3b2bf69-7855-4ad6-8df3-2fea28b148e6,113.912500,29.682500,114.036667,29.687500
urn:uuid:d3357465-151c-47c5-b0ec-797acd7b2b6a,urn:uuid:dbd105cc-0646-444d-aefd-c4fe0e4d26dd,91.987500,35.140833,92.024167,35.055833
urn:uuid:80b1bc4c-f926-4cd5-8c34-8283cb94d2f2,urn:uuid:dc4d014d-af57-40f9-b67f-61bf3489e9c3,100.279167,26.081667,100.258333,26.097500
urn:uuid:c5d2881e-0230-4397-b453-1814aad57b9b,urn:uuid:b4531c72-bc11-4826-ac7e-bd35c10a9da4,107.005000,33.050000,107.000833,33.052500
urn:uuid:96740b6a-a1b2-42ea-86ba-a02ed2374e57,urn:uuid:49459693-5ba7-4e05-8ac2-a90408dca0c7,101.540000,28.054167,101.550000,28.020000
urn:uuid:e1102b54-c948-44e8-98d4-4de6ce127dc9,urn:uuid:8b97830f-9078-4352-8658-0458887e96f2,109.350000,31.125000,109.319167,31.124167
urn:uuid:e26519be-5360-4175-b283-5c9b34da6459,urn:uuid:8a1e5183-7cb4-42db-8ba0-6da3252f73ea,104.090833,32.747500,104.078333,32.822500
urn:uuid:1838ca5b-9ada-4210-a542-fdc443b11f1f,urn:uuid:5fa91846-5fa2-47a6-a0ef-0cdc70a94b22,101.107500,31.897500,101.090000,31.914167
urn:uuid:01db335a-87be-433c-9f03-b3ee42f1f5cf,urn:uuid:84343581-324c-479f-a32d-4a5e5dcb9e67,118.013333,31.805000,118.006667,31.774167
urn:uuid:c8b62011-e005-443a-ae13-e50946e7eedc,urn:uuid:6113e72b-2a39-416c-9871-f1d3dc770d5f,98.412500,31.022500,98.368333,31.010833
urn:uuid:ec4ae3b4-f25d-416c-857c-ecb24b6fc4d6,urn:uuid:59825752-5356-473e-a7ee-5f33a7d60672,105.365000,26.517500,105.319167,26.690000
urn:uuid:9feddad9-72a3-41f0-875c-8cbadd45be02,urn:uuid:cf0f5e22-4841-4717-9249-ffd4d68ce09d,105.318333,29.292500,105.400000,29.400000
urn:uuid:d01b7e69-3a12-4a01-b099-53975e9ad9f7,urn:uuid:8f779ffa-2e66-48e4-90da-be672ec85d63,107.220000,33.530833,107.195000,33.585000
urn:uuid:3c4cc6a6-c97b-4ab1-a5b3-9c9d4d89da19,urn:uuid:5d695a84-0ec8-4963-86ac-5998b3245f35,105.492500,29.033333,105.500833,29.028333
urn:uuid:75452b7a-ce13-4f17-a34c-c12a178e4cb0,urn:uuid:cffd772b-e45e-4317-b8df-edb5d0160303,97.199167,33.665000,97.253333,33.680000
urn:uuid:b7720920-60b7-4be5-a458-399f8a896cf2,urn:uuid:2bc12db9-d90a-4f08-bfbf-9315d2655bda,104.245833,32.387500,104.265000,32.376667
urn:uuid:85c4248d-9018-4092-9edd-d4475d510f7b,urn:uuid:81048c9c-fcc6-4946-a220-e43df92517bf,91.532500,34.229167,91.506667,34.179167
urn:uuid:856f2e21-afff-4ce2-b9cb-4e771cdbb546,urn:uuid:33350715-6138-43fe-bee9-0800c8f60b4e,111.490833,27.002500,111.508333,26.963333
urn:uuid:dd2a4508-b86c-4c8c-823e-b24a4ff688de,urn:uuid:8633986c-86b7-464d-9471-cde6fa18de2a,117.677500,30.980000,117.570833,30.992500
urn:uuid:44b9e846-178e-457d-8779-66bbda68fbb7,urn:uuid:673accf9-34d7-452f-b81b-2b6910b12213,107.595833,28.575833,107.598333,28.553333
urn:uuid:b3b99be3-3ffe-4684-a11c-03d573ea6da1,urn:uuid:90bc7ae7-33a8-43ac-ad9f-50bebbb22df7,118.476667,31.313333,118.403333,31.385000
urn:uuid:92d04148-018c-4de2-96d5-852bb51f40fa,urn:uuid:d4350f4e-6835-49bf-b9cd-2ecd6580edc2,110.549167,25.425833,110.537500,25.414167
urn:uuid:01ff302d-14eb-410f-845c-6864845880ba,urn:uuid:7fdbd086-3d34-4689-8392-ac6d9b104fd9,113.657500,32.980833,113.582500,32.982500
urn:uuid:a59058b4-5997-4541-b7db-99a75a46fab7,urn:uuid:3f9d099e-c281-4c09-b3e0-2d8299cc93ee,113.687500,27.813333,113.615833,27.875000
urn:uuid:fbed6f9d-63af-40b8-b3bf-1c94ea022258,urn:uuid:e9d8142f-a303-4852-804c-bed15aa392f8,92.555833,34.853333,92.502500,34.848333
urn:uuid:6e0a4f54-a7bf-4fc1-885c-a1c9a1151d27,urn:uuid:9ba44db7-ec3c-48e6-9bb6-ceffea182c09,113.470000,28.742500,113.555833,28.792500
urn:uuid:827eaecf-a217-4142-84af-653538565077,urn:uuid:e239bc97-d0aa-430f-8e07-70a68702a7b8,105.778333,32.417500,105.739167,32.544167
urn:uuid:6faf7c2d-2447-4fd6-a934-ab34e574a06b,urn:uuid:c84eee56-cb09-47c7-a245-213895452f21,90.768333,34.503333,90.785000,34.480000
urn:uuid:f1938a99-0e46-4a2d-9e0c-ed665b70fafb,urn:uuid:1f7ab25a-e182-47aa-9fbf-1b146f56459c,110.582500,29.555833,110.573333,29.547500
urn:uuid:007e01aa-eadc-4f5d-82e1-1bfcec65342d,urn:uuid:d4be9fcf-73c1-4fcc-8322-f1e43443c37d,112.202500,30.201667,112.184167,30.231667
urn:uuid:feee8c71-922c-460d-bee0-71557b4250a1,urn:uuid:03d771d1-de9c-4815-bd86-5a061ec034f9,101.675833,30.431667,101.645000,30.405833
urn:uuid:7e44b22c-ad37-4e71-a8d5-5cd6b084dcdb,urn:uuid:01a2965d-eb7b-4598-bf39-582ea2429af1,101.448333,26.935833,101.444167,26.940000
